user_id,recommendations
696173  ,"[(17701, 4.688930595681044), (16526, 4.6816792663311855), (14939, 4.669893644093519), (21174, 4.654295909468373), (21015, 4.645618827617058), (22304, 4.644567500657284), (24421, 4.639572883099356), (21052, 4.633498274749944), (18027, 4.631441113740943), (22967, 4.628605003695041), (9959, 4.623797970738332), (21601, 4.622128102203191), (13838, 4.6205134561277434), (24768, 4.619101210506397), (10477, 4.61874864888967), (21412, 4.6173480251035866), (9184, 4.611736745671794), (20476, 4.60989937372177), (22911, 4.608976435616398), (7364, 4.608548010653104)]"
886179  ,"[(17701, 3.9581183965659825), (16526, 3.950867067216124), (14939, 3.9390814449784575), (21174, 3.9234837103533113), (21015, 3.914806628501996), (22304, 3.9137553015422224), (24421, 3.908760683984294), (21052, 3.9026860756348825), (18027, 3.900628914625881), (22967, 3.8977928045799795), (9959, 3.8929857716232705), (21601, 3.8913159030881292), (13838, 3.889701257012682), (24768, 3.8882890113913353), (10477, 3.8879364497746085), (21412, 3.886535825988525), (9184, 3.8809245465567326), (25642, 3.8804153819479774), (20476, 3.879087174606709), (22911, 3.8781642365013367)]"
2579354 ,"[(17701, 4.634753403365642), (16526, 4.6275020740157835), (14939, 4.615716451778117), (21174, 4.600118717152971), (21015, 4.591441635301656), (22304, 4.590390308341882), (24421, 4.585395690783954), (21052, 4.579321082434542), (18027, 4.577263921425541), (22967, 4.574427811379639), (9959, 4.56962077842293), (21601, 4.567950909887789), (24768, 4.564924018190995), (21412, 4.563170832788185), (9184, 4.557559553356392), (25642, 4.557050388747637), (20476, 4.555722181406368), (22911, 4.554799243300996), (7364, 4.554370818337702), (16794, 4.5517075677793875)]"
206003  ,"[(21174, 5), (14939, 5), (17701, 5), (16526, 5), (21015, 4.995915198833904), (22304, 4.99486387187413), (24421, 4.9898692543162015), (21052, 4.98379464596679), (22967, 4.978901374911887), (9959, 4.974094341955178), (21601, 4.972424473420037), (13838, 4.970809827344589), (24768, 4.969397581723243), (10477, 4.969045020106516), (21412, 4.967644396320432), (9184, 4.96203311688864), (25642, 4.961523952279885), (20476, 4.960195744938616), (22911, 4.959272806833244), (7364, 4.95884438186995)]"
1563964 ,"[(17701, 4.684391447160313), (16526, 4.677140117810454), (21174, 4.649756760947642), (21015, 4.641079679096327), (22304, 4.640028352136553), (24421, 4.6350337345786246), (21052, 4.628959126229213), (18027, 4.6269019652202115), (22967, 4.62406585517431), (9959, 4.619258822217601), (21601, 4.61758895368246), (13838, 4.615974307607012), (24768, 4.614562061985666), (10477, 4.614209500368939), (21412, 4.612808876582855), (9184, 4.607197597151063), (25642, 4.606688432542308), (20476, 4.605360225201039), (7364, 4.604008862132373), (16794, 4.601345611574058)]"
536781  ,"[(17701, 3.9474480203230273), (16526, 3.9401966909731687), (14939, 3.9284110687355023), (21174, 3.912813334110356), (24421, 3.898090307741339), (21052, 3.8920156993919273), (18027, 3.889958538382926), (22967, 3.8871224283370243), (9959, 3.8823153953803153), (21601, 3.880645526845174), (13838, 3.8790308807697267), (24768, 3.87761863514838), (10477, 3.8772660735316533), (21412, 3.87586544974557), (9184, 3.8702541703137774), (25642, 3.8697450057050222), (20476, 3.8684167983637536), (22911, 3.8674938602583815), (7364, 3.8670654352950873), (16794, 3.8644021847367727)]"
5227203 ,"[(21174, 5), (14939, 5), (17701, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (21052, 5), (24421, 5), (22967, 5), (9959, 4.995350927460163), (21601, 4.993681058925022), (13838, 4.992066412849574), (24768, 4.990654167228228), (10477, 4.990301605611501), (21412, 4.9889009818254175), (9184, 4.983289702393625), (25642, 4.98278053778487), (22911, 4.980529392338229), (7364, 4.980100967374935)]"
2772033 ,"[(25502, 5), (25642, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (10477, 5), (17652, 5), (20476, 5), (14939, 5), (8236, 5), (9454, 5), (7737, 5), (13838, 5), (9184, 5), (18027, 5), (20263, 5), (22304, 5), (21015, 5)]"
706133  ,"[(17701, 4.746816568255756), (16526, 4.7395652389058975), (14939, 4.727779616668231), (21174, 4.712181882043085), (21015, 4.703504800191769), (22304, 4.702453473231996), (24421, 4.697458855674068), (21052, 4.691384247324656), (18027, 4.689327086315655), (22967, 4.686490976269753), (9959, 4.681683943313044), (21601, 4.680014074777903), (13838, 4.6783994287024555), (24768, 4.676987183081109), (10477, 4.676634621464382), (21412, 4.675233997678299), (9184, 4.669622718246506), (25642, 4.669113553637751), (20476, 4.6677853462964825), (22911, 4.66686240819111)]"
1741728 ,"[(17701, 4.824727373406287), (16526, 4.817476044056429), (14939, 4.805690421818762), (21174, 4.790092687193616), (21015, 4.781415605342302), (22304, 4.780364278382527), (24421, 4.775369660824599), (21052, 4.769295052475187), (18027, 4.767237891466186), (22967, 4.764401781420284), (9959, 4.759594748463575), (21601, 4.757924879928434), (13838, 4.756310233852987), (24768, 4.75489798823164), (10477, 4.754545426614913), (21412, 4.75314480282883), (9184, 4.7475335233970375), (25642, 4.747024358788282), (20476, 4.745696151447014), (22911, 4.744773213341642)]"
6418859 ,"[(17701, 4.895716270241303), (16526, 4.888464940891445), (14939, 4.876679318653778), (21174, 4.861081584028632), (21015, 4.852404502177317), (22304, 4.851353175217543), (24421, 4.846358557659615), (21052, 4.840283949310203), (18027, 4.838226788301202), (22967, 4.8353906782553), (9959, 4.830583645298591), (21601, 4.82891377676345), (13838, 4.827299130688003), (24768, 4.825886885066656), (10477, 4.825534323449929), (21412, 4.824133699663846), (9184, 4.818522420232053), (25642, 4.818013255623298), (20476, 4.81668504828203), (22911, 4.8157621101766575)]"
727164  ,"[(17701, 4.95484063095168), (16526, 4.9475893016018215), (14939, 4.935803679364155), (21174, 4.920205944739009), (21015, 4.911528862887694), (22304, 4.91047753592792), (24421, 4.905482918369992), (21052, 4.89940831002058), (18027, 4.897351149011579), (22967, 4.894515038965677), (9959, 4.889708006008968), (21601, 4.888038137473827), (13838, 4.8864234913983795), (24768, 4.885011245777033), (10477, 4.884658684160306), (21412, 4.883258060374223), (9184, 4.87764678094243), (25642, 4.877137616333675), (20476, 4.8758094089924064), (7364, 4.87445804592374)]"
3144895 ,"[(17701, 4.8882176479041854), (16526, 4.880966318554327), (14939, 4.86918069631666), (21174, 4.853582961691514), (21015, 4.8449058798402), (22304, 4.843854552880425), (24421, 4.838859935322497), (21052, 4.832785326973085), (18027, 4.830728165964084), (22967, 4.827892055918182), (9959, 4.8230850229614735), (21601, 4.821415154426332), (13838, 4.819800508350885), (24768, 4.818388262729538), (10477, 4.818035701112811), (21412, 4.816635077326728), (9184, 4.8110237978949355), (25642, 4.81051463328618), (20476, 4.809186425944912), (22911, 4.80826348783954)]"
3583728 ,"[(17701, 4.7593220720529255), (16526, 4.752070742703067), (14939, 4.7402851204654), (21174, 4.724687385840254), (21015, 4.71601030398894), (22304, 4.714958977029165), (24421, 4.709964359471237), (21052, 4.703889751121825), (18027, 4.701832590112824), (22967, 4.698996480066922), (9959, 4.6941894471102135), (21601, 4.692519578575072), (13838, 4.690904932499625), (24768, 4.689492686878278), (10477, 4.689140125261551), (21412, 4.687739501475468), (9184, 4.6821282220436755), (25642, 4.68161905743492), (20476, 4.680290850093652), (22911, 4.67936791198828)]"
766332  ,"[(17701, 4.997304910282634), (16526, 4.990053580932775), (14939, 4.978267958695109), (21015, 4.953993142218648), (22304, 4.952941815258874), (24421, 4.9479471977009455), (21052, 4.941872589351534), (18027, 4.939815428342532), (22967, 4.936979318296631), (9959, 4.932172285339922), (21601, 4.930502416804781), (13838, 4.928887770729333), (24768, 4.927475525107987), (10477, 4.92712296349126), (21412, 4.925722339705176), (9184, 4.920111060273384), (25642, 4.919601895664629), (20476, 4.91827368832336), (22911, 4.917350750217988), (7364, 4.916922325254694)]"
1107713 ,"[(17701, 4.8184165213835835), (16526, 4.811165192033725), (14939, 4.799379569796058), (21174, 4.783781835170912), (21015, 4.775104753319598), (22304, 4.774053426359823), (24421, 4.769058808801895), (21052, 4.762984200452483), (18027, 4.760927039443482), (22967, 4.75809092939758), (9959, 4.7532838964408715), (21601, 4.75161402790573), (13838, 4.749999381830283), (24768, 4.748587136208936), (10477, 4.748234574592209), (21412, 4.746833950806126), (9184, 4.7412226713743335), (25642, 4.740713506765578), (20476, 4.73938529942431), (22911, 4.738462361318938)]"
610783  ,"[(16664, 5), (24087, 5), (25642, 5), (8669, 5), (16570, 5), (16098, 5), (17407, 5), (24720, 5), (14231, 5), (8818, 5), (7402, 5), (24952, 5), (21601, 5), (14522, 5), (24494, 5), (24768, 5), (20883, 5), (27131, 5), (16409, 5), (10477, 5)]"
2884745 ,"[(16526, 4.55294710842579), (14939, 4.541161486188123), (21174, 4.525563751562977), (21015, 4.516886669711662), (22304, 4.515835342751888), (24421, 4.51084072519396), (21052, 4.504766116844548), (18027, 4.502708955835547), (22967, 4.499872845789645), (9959, 4.495065812832936), (21601, 4.493395944297795), (13838, 4.491781298222348), (24768, 4.490369052601001), (10477, 4.490016490984274), (21412, 4.488615867198191), (9184, 4.483004587766398), (25642, 4.482495423157643), (20476, 4.481167215816375), (22911, 4.4802442777110025), (7364, 4.479815852747708)]"
1616045 ,"[(17701, 4.479437261508355), (16526, 4.472185932158497), (14939, 4.46040030992083), (21174, 4.444802575295684), (21015, 4.436125493444369), (22304, 4.435074166484595), (24421, 4.430079548926667), (21052, 4.424004940577255), (18027, 4.421947779568254), (22967, 4.419111669522352), (9959, 4.414304636565643), (21601, 4.412634768030502), (13838, 4.411020121955055), (24768, 4.409607876333708), (10477, 4.409255314716981), (21412, 4.407854690930898), (9184, 4.402243411499105), (25642, 4.40173424689035), (20476, 4.400406039549082), (22911, 4.3994831014437095)]"
873202  ,"[(17701, 4.889588798201599), (16526, 4.88233746885174), (14939, 4.870551846614074), (21174, 4.854954111988928), (21015, 4.846277030137612), (22304, 4.845225703177839), (24421, 4.8402310856199104), (21052, 4.834156477270499), (18027, 4.832099316261497), (22967, 4.829263206215596), (9959, 4.824456173258887), (21601, 4.822786304723746), (13838, 4.821171658648298), (24768, 4.819759413026952), (10477, 4.819406851410225), (21412, 4.818006227624141), (9184, 4.812394948192349), (25642, 4.811885783583594), (20476, 4.810557576242325), (22911, 4.809634638136953)]"
653205  ,"[(9959, 5), (25642, 5), (21601, 5), (24768, 5), (10477, 5), (21174, 5), (14939, 5), (13838, 5), (9184, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (21052, 5), (24421, 5), (22967, 5), (20476, 4.9998847034351614), (22911, 4.998961765329789), (7364, 4.998533340366495), (16794, 4.9958700898081805)]"
70066   ,"[(17701, 4.74804759033779), (16526, 4.740796260987931), (14939, 4.729010638750265), (21174, 4.713412904125119), (21015, 4.704735822273804), (22304, 4.70368449531403), (24421, 4.6986898777561015), (21052, 4.69261526940669), (18027, 4.690558108397688), (22967, 4.687721998351787), (21601, 4.681245096859937), (13838, 4.679630450784489), (24768, 4.678218205163143), (9184, 4.67085374032854), (25642, 4.670344575719785), (20476, 4.669016368378516), (22911, 4.668093430273144), (7364, 4.66766500530985), (16794, 4.665001754751535), (24952, 4.661407799849184)]"
3602722 ,"[(17701, 4.68257094488712), (16526, 4.675319615537261), (14939, 4.663533993299595), (21174, 4.647936258674449), (21015, 4.639259176823133), (22304, 4.63820784986336), (24421, 4.633213232305431), (21052, 4.62713862395602), (18027, 4.625081462947018), (22967, 4.622245352901117), (9959, 4.617438319944408), (21601, 4.6157684514092665), (13838, 4.614153805333819), (24768, 4.612741559712473), (10477, 4.612388998095746), (21412, 4.610988374309662), (9184, 4.60537709487787), (25642, 4.604867930269115), (20476, 4.603539722927846), (22911, 4.602616784822474)]"
28643   ,"[(9959, 5), (21601, 5), (21174, 5), (14939, 5), (17701, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (21052, 5), (24421, 5), (22967, 5), (13838, 4.999485766739399), (24768, 4.9980735211180525), (10477, 4.997720959501326), (21412, 4.996320335715242), (9184, 4.99070905628345), (25642, 4.990199891674695), (20476, 4.988871684333426), (22911, 4.987948746228054)]"
1938984 ,"[(17691, 5), (9959, 5), (26819, 5), (16664, 5), (24087, 5), (11331, 5), (24340, 5), (25502, 5), (25642, 5), (8669, 5), (16570, 5), (16098, 5), (17407, 5), (24720, 5), (14231, 5), (9300, 5), (8818, 5), (7402, 5), (24952, 5), (21601, 5)]"
375720  ,"[(17701, 4.846215090055311), (16526, 4.838963760705452), (14939, 4.827178138467786), (21174, 4.8115804038426395), (21015, 4.802903321991325), (22304, 4.801851995031551), (24421, 4.796857377473622), (21052, 4.790782769124211), (18027, 4.788725608115209), (22967, 4.785889498069308), (9959, 4.781082465112599), (21601, 4.779412596577457), (13838, 4.77779795050201), (24768, 4.7763857048806635), (10477, 4.776033143263937), (21412, 4.774632519477853), (9184, 4.769021240046061), (20476, 4.767183868096037), (22911, 4.766260929990665), (7364, 4.765832505027371)]"
1788883 ,"[(17701, 4.977445621756446), (16526, 4.970194292406587), (14939, 4.958408670168921), (21174, 4.942810935543775), (21015, 4.93413385369246), (22304, 4.933082526732686), (24421, 4.928087909174757), (21052, 4.922013300825346), (18027, 4.919956139816344), (22967, 4.917120029770443), (9959, 4.912312996813734), (21601, 4.9106431282785925), (13838, 4.909028482203145), (24768, 4.907616236581799), (10477, 4.907263674965072), (21412, 4.905863051178988), (9184, 4.900251771747196), (25642, 4.899742607138441), (20476, 4.898414399797172), (22911, 4.8974914616918)]"
747447  ,"[(17691, 5), (9999, 5), (9959, 5), (8333, 5), (26819, 5), (24087, 5), (11646, 5), (11331, 5), (24340, 5), (25502, 5), (25642, 5), (23591, 5), (8270, 5), (16359, 5), (8669, 5), (16570, 5), (10687, 5), (16098, 5), (17407, 5), (13681, 5)]"
1982546 ,"[(17701, 4.830240406081052), (16526, 4.822989076731194), (14939, 4.811203454493527), (21174, 4.795605719868381), (21015, 4.786928638017066), (22304, 4.785877311057292), (24421, 4.780882693499364), (21052, 4.774808085149952), (18027, 4.772750924140951), (22967, 4.769914814095049), (9959, 4.76510778113834), (21601, 4.763437912603199), (24768, 4.760411020906405), (10477, 4.760058459289678), (21412, 4.758657835503595), (9184, 4.753046556071802), (25642, 4.752537391463047), (20476, 4.7512091841217785), (22911, 4.750286246016406), (7364, 4.749857821053112)]"
2640049 ,"[(17701, 4.980038807459741), (16526, 4.972787478109883), (14939, 4.961001855872216), (21174, 4.94540412124707), (21015, 4.936727039395755), (22304, 4.935675712435981), (24421, 4.930681094878053), (21052, 4.924606486528641), (18027, 4.92254932551964), (22967, 4.919713215473738), (9959, 4.914906182517029), (21601, 4.913236313981888), (13838, 4.911621667906441), (24768, 4.910209422285094), (10477, 4.909856860668367), (21412, 4.908456236882284), (9184, 4.902844957450491), (25642, 4.902335792841736), (20476, 4.901007585500468), (22911, 4.900084647395095)]"
205364  ,"[(17701, 4.478967345267968), (14939, 4.459930393680443), (21174, 4.444332659055297), (21015, 4.435655577203981), (22304, 4.434604250244208), (24421, 4.4296096326862795), (21052, 4.423535024336868), (18027, 4.421477863327866), (22967, 4.418641753281965), (9959, 4.413834720325256), (21601, 4.412164851790115), (13838, 4.410550205714667), (24768, 4.409137960093321), (10477, 4.408785398476594), (21412, 4.40738477469051), (9184, 4.401773495258718), (25642, 4.401264330649963), (20476, 4.399936123308694), (22911, 4.399013185203322), (7364, 4.398584760240028)]"
177428  ,"[(17701, 4.8907910908715335), (16526, 4.883539761521675), (14939, 4.8717541392840085), (21174, 4.856156404658862), (21015, 4.847479322807548), (22304, 4.846427995847773), (24421, 4.841433378289845), (21052, 4.8353587699404335), (18027, 4.833301608931432), (22967, 4.8304654988855305), (9959, 4.8256584659288215), (21601, 4.82398859739368), (13838, 4.822373951318233), (24768, 4.820961705696886), (21412, 4.819208520294076), (9184, 4.813597240862284), (25642, 4.813088076253528), (20476, 4.81175986891226), (22911, 4.810836930806888), (7364, 4.8104085058435935)]"
1865315 ,"[(9959, 5), (16664, 5), (24340, 5), (25502, 5), (25642, 5), (16570, 5), (16098, 5), (17407, 5), (14231, 5), (9300, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (21712, 5), (10477, 5), (11423, 5), (17652, 5), (24705, 5)]"
585390  ,"[(17701, 4.649933943074045), (14939, 4.63089699148652), (21174, 4.615299256861374), (21015, 4.6066221750100596), (22304, 4.605570848050285), (24421, 4.600576230492357), (21052, 4.594501622142945), (18027, 4.592444461133944), (22967, 4.589608351088042), (9959, 4.584801318131333), (21601, 4.583131449596192), (13838, 4.581516803520745), (10477, 4.579751996282671), (21412, 4.578351372496588), (9184, 4.5727400930647955), (25642, 4.57223092845604), (20476, 4.570902721114772), (22911, 4.5699797830093996), (7364, 4.569551358046105), (16794, 4.566888107487791)]"
4462283 ,"[(21174, 5), (14939, 5), (17701, 5), (16526, 5), (21015, 4.9916906739138724), (22304, 4.990639346954098), (24421, 4.98564472939617), (21052, 4.979570121046758), (18027, 4.977512960037757), (22967, 4.974676849991855), (9959, 4.969869817035146), (21601, 4.968199948500005), (13838, 4.966585302424558), (24768, 4.965173056803211), (10477, 4.964820495186484), (21412, 4.963419871400401), (9184, 4.957808591968608), (25642, 4.957299427359853), (20476, 4.955971220018585), (22911, 4.9550482819132124)]"
